model_name,d_in,d_out,d_out2,prec,model_file
dense_88_120_88_6b,88,120,88,6,pregen_2layer_models/dense_88_120_88_6b.h5
dense_88_120_88_8b,88,120,88,8,pregen_2layer_models/dense_88_120_88_8b.h5
dense_88_120_88_10b,88,120,88,10,pregen_2layer_models/dense_88_120_88_10b.h5
dense_88_120_88_12b,88,120,88,12,pregen_2layer_models/dense_88_120_88_12b.h5
dense_88_120_88_14b,88,120,88,14,pregen_2layer_models/dense_88_120_88_14b.h5
dense_88_120_88_16b,88,120,88,16,pregen_2layer_models/dense_88_120_88_16b.h5
dense_88_120_96_2b,88,120,96,2,pregen_2layer_models/dense_88_120_96_2b.h5
dense_88_120_96_4b,88,120,96,4,pregen_2layer_models/dense_88_120_96_4b.h5
dense_88_120_96_6b,88,120,96,6,pregen_2layer_models/dense_88_120_96_6b.h5
dense_88_120_96_8b,88,120,96,8,pregen_2layer_models/dense_88_120_96_8b.h5
dense_88_120_96_10b,88,120,96,10,pregen_2layer_models/dense_88_120_96_10b.h5
dense_88_120_96_12b,88,120,96,12,pregen_2layer_models/dense_88_120_96_12b.h5
dense_88_120_96_14b,88,120,96,14,pregen_2layer_models/dense_88_120_96_14b.h5
dense_88_120_96_16b,88,120,96,16,pregen_2layer_models/dense_88_120_96_16b.h5
dense_88_120_104_2b,88,120,104,2,pregen_2layer_models/dense_88_120_104_2b.h5
dense_88_120_104_4b,88,120,104,4,pregen_2layer_models/dense_88_120_104_4b.h5
dense_88_120_104_6b,88,120,104,6,pregen_2layer_models/dense_88_120_104_6b.h5
dense_88_120_104_8b,88,120,104,8,pregen_2layer_models/dense_88_120_104_8b.h5
dense_88_120_104_10b,88,120,104,10,pregen_2layer_models/dense_88_120_104_10b.h5
dense_88_120_104_12b,88,120,104,12,pregen_2layer_models/dense_88_120_104_12b.h5
dense_88_120_104_14b,88,120,104,14,pregen_2layer_models/dense_88_120_104_14b.h5
dense_88_120_104_16b,88,120,104,16,pregen_2layer_models/dense_88_120_104_16b.h5
dense_88_120_112_2b,88,120,112,2,pregen_2layer_models/dense_88_120_112_2b.h5
dense_88_120_112_4b,88,120,112,4,pregen_2layer_models/dense_88_120_112_4b.h5
dense_88_120_112_6b,88,120,112,6,pregen_2layer_models/dense_88_120_112_6b.h5
dense_88_120_112_8b,88,120,112,8,pregen_2layer_models/dense_88_120_112_8b.h5
dense_88_120_112_10b,88,120,112,10,pregen_2layer_models/dense_88_120_112_10b.h5
dense_88_120_112_12b,88,120,112,12,pregen_2layer_models/dense_88_120_112_12b.h5
dense_88_120_112_14b,88,120,112,14,pregen_2layer_models/dense_88_120_112_14b.h5
dense_88_120_112_16b,88,120,112,16,pregen_2layer_models/dense_88_120_112_16b.h5
dense_88_120_120_2b,88,120,120,2,pregen_2layer_models/dense_88_120_120_2b.h5
dense_88_120_120_4b,88,120,120,4,pregen_2layer_models/dense_88_120_120_4b.h5
dense_88_120_120_6b,88,120,120,6,pregen_2layer_models/dense_88_120_120_6b.h5
dense_88_120_120_8b,88,120,120,8,pregen_2layer_models/dense_88_120_120_8b.h5
dense_88_120_120_10b,88,120,120,10,pregen_2layer_models/dense_88_120_120_10b.h5
dense_88_120_120_12b,88,120,120,12,pregen_2layer_models/dense_88_120_120_12b.h5
dense_88_120_120_14b,88,120,120,14,pregen_2layer_models/dense_88_120_120_14b.h5
dense_88_120_120_16b,88,120,120,16,pregen_2layer_models/dense_88_120_120_16b.h5
dense_88_120_128_2b,88,120,128,2,pregen_2layer_models/dense_88_120_128_2b.h5
dense_88_120_128_4b,88,120,128,4,pregen_2layer_models/dense_88_120_128_4b.h5
dense_88_120_128_6b,88,120,128,6,pregen_2layer_models/dense_88_120_128_6b.h5
dense_88_120_128_8b,88,120,128,8,pregen_2layer_models/dense_88_120_128_8b.h5
dense_88_120_128_10b,88,120,128,10,pregen_2layer_models/dense_88_120_128_10b.h5
dense_88_120_128_12b,88,120,128,12,pregen_2layer_models/dense_88_120_128_12b.h5
dense_88_120_128_14b,88,120,128,14,pregen_2layer_models/dense_88_120_128_14b.h5
dense_88_120_128_16b,88,120,128,16,pregen_2layer_models/dense_88_120_128_16b.h5
dense_88_128_8_2b,88,128,8,2,pregen_2layer_models/dense_88_128_8_2b.h5
dense_88_128_8_4b,88,128,8,4,pregen_2layer_models/dense_88_128_8_4b.h5
dense_88_128_8_6b,88,128,8,6,pregen_2layer_models/dense_88_128_8_6b.h5
dense_88_128_8_8b,88,128,8,8,pregen_2layer_models/dense_88_128_8_8b.h5
dense_88_128_8_10b,88,128,8,10,pregen_2layer_models/dense_88_128_8_10b.h5
dense_88_128_8_12b,88,128,8,12,pregen_2layer_models/dense_88_128_8_12b.h5
dense_88_128_8_14b,88,128,8,14,pregen_2layer_models/dense_88_128_8_14b.h5
dense_88_128_8_16b,88,128,8,16,pregen_2layer_models/dense_88_128_8_16b.h5
dense_88_128_16_2b,88,128,16,2,pregen_2layer_models/dense_88_128_16_2b.h5
dense_88_128_16_4b,88,128,16,4,pregen_2layer_models/dense_88_128_16_4b.h5
dense_88_128_16_6b,88,128,16,6,pregen_2layer_models/dense_88_128_16_6b.h5
dense_88_128_16_8b,88,128,16,8,pregen_2layer_models/dense_88_128_16_8b.h5
dense_88_128_16_10b,88,128,16,10,pregen_2layer_models/dense_88_128_16_10b.h5
dense_88_128_16_12b,88,128,16,12,pregen_2layer_models/dense_88_128_16_12b.h5
dense_88_128_16_14b,88,128,16,14,pregen_2layer_models/dense_88_128_16_14b.h5
dense_88_128_16_16b,88,128,16,16,pregen_2layer_models/dense_88_128_16_16b.h5
dense_88_128_24_2b,88,128,24,2,pregen_2layer_models/dense_88_128_24_2b.h5
dense_88_128_24_4b,88,128,24,4,pregen_2layer_models/dense_88_128_24_4b.h5
dense_88_128_24_6b,88,128,24,6,pregen_2layer_models/dense_88_128_24_6b.h5
dense_88_128_24_8b,88,128,24,8,pregen_2layer_models/dense_88_128_24_8b.h5
dense_88_128_24_10b,88,128,24,10,pregen_2layer_models/dense_88_128_24_10b.h5
dense_88_128_24_12b,88,128,24,12,pregen_2layer_models/dense_88_128_24_12b.h5
dense_88_128_24_14b,88,128,24,14,pregen_2layer_models/dense_88_128_24_14b.h5
dense_88_128_24_16b,88,128,24,16,pregen_2layer_models/dense_88_128_24_16b.h5
dense_88_128_32_2b,88,128,32,2,pregen_2layer_models/dense_88_128_32_2b.h5
dense_88_128_32_4b,88,128,32,4,pregen_2layer_models/dense_88_128_32_4b.h5
dense_88_128_32_6b,88,128,32,6,pregen_2layer_models/dense_88_128_32_6b.h5
dense_88_128_32_8b,88,128,32,8,pregen_2layer_models/dense_88_128_32_8b.h5
dense_88_128_32_10b,88,128,32,10,pregen_2layer_models/dense_88_128_32_10b.h5
dense_88_128_32_12b,88,128,32,12,pregen_2layer_models/dense_88_128_32_12b.h5
dense_88_128_32_14b,88,128,32,14,pregen_2layer_models/dense_88_128_32_14b.h5
dense_88_128_32_16b,88,128,32,16,pregen_2layer_models/dense_88_128_32_16b.h5
dense_88_128_40_2b,88,128,40,2,pregen_2layer_models/dense_88_128_40_2b.h5
dense_88_128_40_4b,88,128,40,4,pregen_2layer_models/dense_88_128_40_4b.h5
dense_88_128_40_6b,88,128,40,6,pregen_2layer_models/dense_88_128_40_6b.h5
dense_88_128_40_8b,88,128,40,8,pregen_2layer_models/dense_88_128_40_8b.h5
dense_88_128_40_10b,88,128,40,10,pregen_2layer_models/dense_88_128_40_10b.h5
dense_88_128_40_12b,88,128,40,12,pregen_2layer_models/dense_88_128_40_12b.h5
dense_88_128_40_14b,88,128,40,14,pregen_2layer_models/dense_88_128_40_14b.h5
dense_88_128_40_16b,88,128,40,16,pregen_2layer_models/dense_88_128_40_16b.h5
dense_88_128_48_2b,88,128,48,2,pregen_2layer_models/dense_88_128_48_2b.h5
dense_88_128_48_4b,88,128,48,4,pregen_2layer_models/dense_88_128_48_4b.h5
dense_88_128_48_6b,88,128,48,6,pregen_2layer_models/dense_88_128_48_6b.h5
dense_88_128_48_8b,88,128,48,8,pregen_2layer_models/dense_88_128_48_8b.h5
dense_88_128_48_10b,88,128,48,10,pregen_2layer_models/dense_88_128_48_10b.h5
dense_88_128_48_12b,88,128,48,12,pregen_2layer_models/dense_88_128_48_12b.h5
dense_88_128_48_14b,88,128,48,14,pregen_2layer_models/dense_88_128_48_14b.h5
dense_88_128_48_16b,88,128,48,16,pregen_2layer_models/dense_88_128_48_16b.h5
dense_88_128_56_2b,88,128,56,2,pregen_2layer_models/dense_88_128_56_2b.h5
dense_88_128_56_4b,88,128,56,4,pregen_2layer_models/dense_88_128_56_4b.h5
dense_88_128_56_6b,88,128,56,6,pregen_2layer_models/dense_88_128_56_6b.h5
dense_88_128_56_8b,88,128,56,8,pregen_2layer_models/dense_88_128_56_8b.h5
dense_88_128_56_10b,88,128,56,10,pregen_2layer_models/dense_88_128_56_10b.h5
dense_88_128_56_12b,88,128,56,12,pregen_2layer_models/dense_88_128_56_12b.h5
dense_88_128_56_14b,88,128,56,14,pregen_2layer_models/dense_88_128_56_14b.h5
dense_88_128_56_16b,88,128,56,16,pregen_2layer_models/dense_88_128_56_16b.h5
dense_88_128_64_2b,88,128,64,2,pregen_2layer_models/dense_88_128_64_2b.h5
dense_88_128_64_4b,88,128,64,4,pregen_2layer_models/dense_88_128_64_4b.h5
dense_88_128_64_6b,88,128,64,6,pregen_2layer_models/dense_88_128_64_6b.h5
dense_88_128_64_8b,88,128,64,8,pregen_2layer_models/dense_88_128_64_8b.h5
dense_88_128_64_10b,88,128,64,10,pregen_2layer_models/dense_88_128_64_10b.h5
dense_88_128_64_12b,88,128,64,12,pregen_2layer_models/dense_88_128_64_12b.h5
dense_88_128_64_14b,88,128,64,14,pregen_2layer_models/dense_88_128_64_14b.h5
dense_88_128_64_16b,88,128,64,16,pregen_2layer_models/dense_88_128_64_16b.h5
dense_88_128_72_2b,88,128,72,2,pregen_2layer_models/dense_88_128_72_2b.h5
dense_88_128_72_4b,88,128,72,4,pregen_2layer_models/dense_88_128_72_4b.h5
dense_88_128_72_6b,88,128,72,6,pregen_2layer_models/dense_88_128_72_6b.h5
dense_88_128_72_8b,88,128,72,8,pregen_2layer_models/dense_88_128_72_8b.h5
dense_88_128_72_10b,88,128,72,10,pregen_2layer_models/dense_88_128_72_10b.h5
dense_88_128_72_12b,88,128,72,12,pregen_2layer_models/dense_88_128_72_12b.h5
dense_88_128_72_14b,88,128,72,14,pregen_2layer_models/dense_88_128_72_14b.h5
dense_88_128_72_16b,88,128,72,16,pregen_2layer_models/dense_88_128_72_16b.h5
dense_88_128_80_2b,88,128,80,2,pregen_2layer_models/dense_88_128_80_2b.h5
dense_88_128_80_4b,88,128,80,4,pregen_2layer_models/dense_88_128_80_4b.h5
dense_88_128_80_6b,88,128,80,6,pregen_2layer_models/dense_88_128_80_6b.h5
dense_88_128_80_8b,88,128,80,8,pregen_2layer_models/dense_88_128_80_8b.h5
dense_88_128_80_10b,88,128,80,10,pregen_2layer_models/dense_88_128_80_10b.h5
dense_88_128_80_12b,88,128,80,12,pregen_2layer_models/dense_88_128_80_12b.h5
dense_88_128_80_14b,88,128,80,14,pregen_2layer_models/dense_88_128_80_14b.h5
dense_88_128_80_16b,88,128,80,16,pregen_2layer_models/dense_88_128_80_16b.h5
dense_88_128_88_2b,88,128,88,2,pregen_2layer_models/dense_88_128_88_2b.h5
dense_88_128_88_4b,88,128,88,4,pregen_2layer_models/dense_88_128_88_4b.h5
dense_88_128_88_6b,88,128,88,6,pregen_2layer_models/dense_88_128_88_6b.h5
dense_88_128_88_8b,88,128,88,8,pregen_2layer_models/dense_88_128_88_8b.h5
dense_88_128_88_10b,88,128,88,10,pregen_2layer_models/dense_88_128_88_10b.h5
dense_88_128_88_12b,88,128,88,12,pregen_2layer_models/dense_88_128_88_12b.h5
dense_88_128_88_14b,88,128,88,14,pregen_2layer_models/dense_88_128_88_14b.h5
dense_88_128_88_16b,88,128,88,16,pregen_2layer_models/dense_88_128_88_16b.h5
dense_88_128_96_2b,88,128,96,2,pregen_2layer_models/dense_88_128_96_2b.h5
dense_88_128_96_4b,88,128,96,4,pregen_2layer_models/dense_88_128_96_4b.h5
dense_88_128_96_6b,88,128,96,6,pregen_2layer_models/dense_88_128_96_6b.h5
dense_88_128_96_8b,88,128,96,8,pregen_2layer_models/dense_88_128_96_8b.h5
dense_88_128_96_10b,88,128,96,10,pregen_2layer_models/dense_88_128_96_10b.h5
dense_88_128_96_12b,88,128,96,12,pregen_2layer_models/dense_88_128_96_12b.h5
dense_88_128_96_14b,88,128,96,14,pregen_2layer_models/dense_88_128_96_14b.h5
dense_88_128_96_16b,88,128,96,16,pregen_2layer_models/dense_88_128_96_16b.h5
dense_88_128_104_2b,88,128,104,2,pregen_2layer_models/dense_88_128_104_2b.h5
dense_88_128_104_4b,88,128,104,4,pregen_2layer_models/dense_88_128_104_4b.h5
dense_88_128_104_6b,88,128,104,6,pregen_2layer_models/dense_88_128_104_6b.h5
dense_88_128_104_8b,88,128,104,8,pregen_2layer_models/dense_88_128_104_8b.h5
dense_88_128_104_10b,88,128,104,10,pregen_2layer_models/dense_88_128_104_10b.h5
dense_88_128_104_12b,88,128,104,12,pregen_2layer_models/dense_88_128_104_12b.h5
dense_88_128_104_14b,88,128,104,14,pregen_2layer_models/dense_88_128_104_14b.h5
dense_88_128_104_16b,88,128,104,16,pregen_2layer_models/dense_88_128_104_16b.h5
dense_88_128_112_2b,88,128,112,2,pregen_2layer_models/dense_88_128_112_2b.h5
dense_88_128_112_4b,88,128,112,4,pregen_2layer_models/dense_88_128_112_4b.h5
dense_88_128_112_6b,88,128,112,6,pregen_2layer_models/dense_88_128_112_6b.h5
dense_88_128_112_8b,88,128,112,8,pregen_2layer_models/dense_88_128_112_8b.h5
dense_88_128_112_10b,88,128,112,10,pregen_2layer_models/dense_88_128_112_10b.h5
dense_88_128_112_12b,88,128,112,12,pregen_2layer_models/dense_88_128_112_12b.h5
dense_88_128_112_14b,88,128,112,14,pregen_2layer_models/dense_88_128_112_14b.h5
dense_88_128_112_16b,88,128,112,16,pregen_2layer_models/dense_88_128_112_16b.h5
dense_88_128_120_2b,88,128,120,2,pregen_2layer_models/dense_88_128_120_2b.h5
dense_88_128_120_4b,88,128,120,4,pregen_2layer_models/dense_88_128_120_4b.h5
dense_88_128_120_6b,88,128,120,6,pregen_2layer_models/dense_88_128_120_6b.h5
dense_88_128_120_8b,88,128,120,8,pregen_2layer_models/dense_88_128_120_8b.h5
dense_88_128_120_10b,88,128,120,10,pregen_2layer_models/dense_88_128_120_10b.h5
dense_88_128_120_12b,88,128,120,12,pregen_2layer_models/dense_88_128_120_12b.h5
dense_88_128_120_14b,88,128,120,14,pregen_2layer_models/dense_88_128_120_14b.h5
dense_88_128_120_16b,88,128,120,16,pregen_2layer_models/dense_88_128_120_16b.h5
dense_88_128_128_2b,88,128,128,2,pregen_2layer_models/dense_88_128_128_2b.h5
dense_88_128_128_4b,88,128,128,4,pregen_2layer_models/dense_88_128_128_4b.h5
dense_88_128_128_6b,88,128,128,6,pregen_2layer_models/dense_88_128_128_6b.h5
dense_88_128_128_8b,88,128,128,8,pregen_2layer_models/dense_88_128_128_8b.h5
dense_88_128_128_10b,88,128,128,10,pregen_2layer_models/dense_88_128_128_10b.h5
dense_88_128_128_12b,88,128,128,12,pregen_2layer_models/dense_88_128_128_12b.h5
dense_88_128_128_14b,88,128,128,14,pregen_2layer_models/dense_88_128_128_14b.h5
dense_88_128_128_16b,88,128,128,16,pregen_2layer_models/dense_88_128_128_16b.h5
dense_96_8_8_2b,96,8,8,2,pregen_2layer_models/dense_96_8_8_2b.h5
dense_96_8_8_4b,96,8,8,4,pregen_2layer_models/dense_96_8_8_4b.h5
dense_96_8_8_6b,96,8,8,6,pregen_2layer_models/dense_96_8_8_6b.h5
dense_96_8_8_8b,96,8,8,8,pregen_2layer_models/dense_96_8_8_8b.h5
dense_96_8_8_10b,96,8,8,10,pregen_2layer_models/dense_96_8_8_10b.h5
dense_96_8_8_12b,96,8,8,12,pregen_2layer_models/dense_96_8_8_12b.h5
dense_96_8_8_14b,96,8,8,14,pregen_2layer_models/dense_96_8_8_14b.h5
dense_96_8_8_16b,96,8,8,16,pregen_2layer_models/dense_96_8_8_16b.h5
dense_96_8_16_2b,96,8,16,2,pregen_2layer_models/dense_96_8_16_2b.h5
dense_96_8_16_4b,96,8,16,4,pregen_2layer_models/dense_96_8_16_4b.h5
dense_96_8_16_6b,96,8,16,6,pregen_2layer_models/dense_96_8_16_6b.h5
dense_96_8_16_8b,96,8,16,8,pregen_2layer_models/dense_96_8_16_8b.h5
dense_96_8_16_10b,96,8,16,10,pregen_2layer_models/dense_96_8_16_10b.h5
dense_96_8_16_12b,96,8,16,12,pregen_2layer_models/dense_96_8_16_12b.h5
dense_96_8_16_14b,96,8,16,14,pregen_2layer_models/dense_96_8_16_14b.h5
dense_96_8_16_16b,96,8,16,16,pregen_2layer_models/dense_96_8_16_16b.h5
